text,label
be wish she would get more follower,positive
i almost lose you again phone silly indy,negative
social be fun swam in the water in my boxer,positive
mac ftw by the way just because and if you be still use the grandaddy pc you lose at life jp not really,neutral
have a great night tomorrow be mother day,positive
ack ghost whisperer be not on network lucky they give me walk the line in place of itfckas jp be hawt num,neutral
one be not suppose to have a headache on a friday that be just not right,negative
sittin through this boring conference call then i get to go home n nap missin alot,negative
that be such a long time from now,neutral
it oki be kind of feeling ignore anyway and it sunday arvo numpm go out for lunch wine,negative
omg and you never would believe what we do ahaha i love it but it felt like a movie but real,positive
it be friday and sun be shin and it quite warm already just walk the dog he be so freaky hyper,negative
long weekend be over look forward to end of may then,positive
not to thrill about the marathon this sunday they assign me on the street less,negative
j ross you can not leave the killer still sing and run the title you should have be edit out for more music happy not,negative
how be your dog,neutral
nothing really go wellhowever currently there be nothing else to look forward to so may aswel make the best of it,neutral
yeahthose pant be horrible yeahmy wife love the job she love perform and kid so it be a good environment,neutral
be upset i leave my phone at home again,negative
instant internet marketing empire bonus recoup your investment in num hour or less,neutral
so no yarn arrive until monday and i do not even know what be in this shipment i have nothing to dye now what,negative
carter vid be marked private,neutral
this be what pundit be pay forhow will tv channel and website run otherwise,neutral
real stress,negative
get ready for summy yummy cocoa crispies,neutral
ready it rain in miami though go cavs right,neutral
at school rusty just put oh it be love on my ipod awh,positive
nash badumtish you win,positive
i know exactly what you mean my treat be more awhile than once in,neutral
wish could but rid a tour from chicago back to iowa,neutral
stupid competition stuff keep get in the way but i be go to get some word in today if it kill me writes,negative
bank holiday in london woohoo,neutral
be very disappointed that cadbury chocolate block get small,negative
just finish study for abnormal psychology eek i still have two more day i will do more than fine,negative
he be be do my makeup for year long before tyra steal him away from u,negative
do not look at my toe put shoe on then paint big toe,neutral
ho yay you can eat proper food now,positive
so much for an amazing daysome pervert just ruin it,negative
aww that be wikid i need to book myne again soon miss you to lovely i be off ned some brekkie speak soon dudde,positive
and i be the only person who stand up for them the world be full if spineless this make me sad,negative
zac brown be in virginia beach and i will be in nova,neutral
what would happen if the bee die,neutral
i hate be young,negative
yes that do sound like a distinct advantage fortunately i enjoy be female,positive
seem like everyone i know be ask for computer help kill me now,negative
can not sleep and nothing on tv,negative
too much good food on this mother day not that i be complain seafood durian puff and macarons yum,positive
i think i be fall in love with you iloveyou,positive
my attempt to sync facebook and twitter seem to have fail,negative
have a lovely mother day,positive
shack idol today can not wait it be go to be funn poor cameron he fell on a bar in speech today i felt so bad for him,neutral
